"","threshold","AUC","omission.rate","sensitivity","specificity","prop.correct","Kappa","kept.model"
"Stacked SDMs.RF.SDM.ensemble",0.6804,0.976887639308784,0.0231165327854104,0.97688346721459,0.976891811402978,0.976887641755365,0.953775277907514,1
