"","threshold","AUC","omission.rate","sensitivity","specificity","prop.correct","Kappa","kept.model"
"Southern Brown Tree Frog.RF.SDM.ensemble",0.6477,0.976886946412942,0.0231168526918974,0.976883147308103,0.976890745517781,0.976886948819152,0.953773892825884,1
