"","threshold","AUC","omission.rate","sensitivity","specificity","prop.correct","Kappa","kept.model"
"Common Beard-heath.RF.SDM.ensemble",0.6405,0.976262470112952,0.0243857696430044,0.975614230356996,0.976910709868909,0.976262480038357,0.952524940225905,1
