"","threshold","AUC","omission.rate","sensitivity","specificity","prop.correct","Kappa","kept.model"
"Small Triggerplant.RF.SDM.ensemble",0.6732,0.94835602482171,0.0500055570991942,0.949994442900806,0.946717606742614,0.948343206134913,0.896687124184425,1
