"","threshold","AUC","omission.rate","sensitivity","specificity","prop.correct","Kappa","kept.model"
"Stacked SDMs.RF.SDM.ensemble",0.682,0.975657400450789,0.0243425995492111,0.975657400450789,0.975657400450789,0.975657400450789,0.951314800901578,1
