"","threshold","AUC","omission.rate","sensitivity","specificity","prop.correct","Kappa","kept.model"
"Stacked SDMs.RF.SDM.ensemble",0.6344,0.953327776234139,0.0467287209410021,0.953271279058998,0.95338427340928,0.953329200532672,0.906655552468278,1
