"","lon","lat"
"1",141.40982,-34.38819
"2",141.43391,-34.41786
"3",141.61473,-34.53924
"4",142.00226,-35.46219
"5",141.54126,-34.49327
"6",141.43333,-34.41667
"7",141.75774,-36.78462
"8",141.44267,-34.42956
"9",142.68106,-34.75354
"10",141.44151,-34.45708
"11",141.38919,-34.39637
"12",141.34057,-34.37021
"13",141.62282,-34.50682
"14",141.55082,-34.50833
"15",141.95538,-35.47621
"16",141.41322,-34.3886
"17",141.89265,-35.44718
"18",141.379447,-34.395321
"19",142.24261,-34.28337
"20",142.08467,-35.66446
"21",141.34511,-34.26033
"22",142.34971,-37.49832
"23",141.99661,-35.44406
"24",141.400615,-34.399402
"25",141.43176,-34.42418
"26",141.38311,-34.38093
"27",141.99632,-35.44489
"28",141.43971,-34.40972
"29",142.14979,-35.19501
"30",141.392765,-34.39113
"31",142.24364,-34.27975
"32",141.41205,-34.3999
"33",142.18196,-35.1406
"34",142.19597,-35.34784
"35",142.0316,-35.14288
"36",141.43388,-34.42694
"37",141.93282,-35.43131
"38",142.19521,-35.34402
"39",142.1769,-35.16745
"40",141.53346,-34.50044
"41",141.41314,-34.399
"42",141.91189,-35.43147
"43",141.96719,-35.35801
"44",141.55965,-34.50753
"45",142.27264,-34.68794
"46",141.45156,-34.41582
"47",141.5524,-34.50724
"48",141.19055,-35.24889
"49",141.39894,-34.38822
"50",141.4066,-34.39812
"51",141.92119,-35.3773
"52",141.4426,-34.41513
"53",141.59867,-34.17367
"54",141.56521,-34.49903
"55",141.43171,-34.41517
"56",141.51941,-34.54559
"57",141.54508,-34.49328
"58",141.5629,-34.50481
"59",141.91089,-35.44049
"60",140.9639,-34.16882
"61",141.55999,-34.50647
"62",141.44575,-34.41602
"63",141.55833,-34.5
"64",141.60569,-34.39639
"65",141.42196,-34.40243
"66",141.50741,-34.46574
"67",141.45173,-34.41582
"68",141.99861,-35.46389
"69",141.44214,-34.40711
"70",141.44269,-34.43316
"71",146.3872,-38.36116
"72",141.552,-34.50486
"73",141.99935,-35.46684
"74",141.55856,-34.50754
"75",141.43457,-34.42637
"76",141.34993,-34.36043
"77",141.99716,-35.45767
"78",142.03105,-35.14072
"79",142.1608,-35.19671
"80",141.60374,-34.5416
"81",142.24159,-34.28789
"82",142.05048,-35.58452
"83",141.99862,-35.45589
"84",141.99913,-35.44881
"85",141.99902,-35.4398
"86",142.0283,-35.142
"87",142.0313,-35.1447
"88",142,-35.45
"89",141.45194,-34.33122
"90",141.44028,-34.4301
"91",141.33574,-34.36046
"92",141.89257,-34.77338
"93",141.40418,-34.3888
"94",141.52012,-34.54558
"95",141.4,-34.39167
"96",142.00389,-35.44611
"97",141.54106,-34.4959
"98",141.44585,-34.41331
"99",141.81066,-35.113
"100",141.83027,-34.63806
"101",141.397045,-34.399034
"102",145.687704,-28.076096
"103",141.407409,-34.401001
"104",152.630364,-30.496593
"105",142.239625,-33.340006
"106",141.167111,-33.215917
"107",142.225258,-33.338408
"108",150.757492,-34.095421
"109",152.638745,-30.48188
"110",142.25128,-33.350288
"111",152.630372,-30.49449
"112",152.711664,-30.468598
"113",142.157941,-33.408266
"114",142.168816,-33.404449
"115",152.609821,-30.495089
"116",141.679703,-33.190178
"117",142.482749,-33.382858
"118",141.99578,-35.44598
"119",142.224736,-33.34718
"120",152.639987,-30.481315
"121",143.398917,-33.938132
"122",140.12434,-33.76166
"123",142.162743,-35.178579
"124",143.353217,-33.882409
"125",143.399081,-33.92615
"126",145.60875,-27.98764
"127",140.03337,-33.77101
"128",143.391486,-33.913757
"129",140.14,-33.78138
"130",141.425457,-34.411173
"131",141.405985,-34.40021
"132",117.685633,-29.264612
"133",142.04841,-35.58668
"134",134.06292,-23.995
"135",117.768197,-28.562691
"136",145.578384,-27.959194
"137",145.57993,-27.963234
"138",145.609295,-27.989494
"139",143.348397,-33.873547
"140",139.96916,-33.97888
"141",142.08674,-35.581708
"142",145.610559,-27.988544
"143",140.20506,-33.70014
"144",140.161006,-33.75475
"145",141.790639,-33.701126
"146",140.2,-33.8
"147",140.159594,-33.763371
"148",144.962501,-28.287814
"149",147.06768,-26.489626
"150",142.236647,-35.461606
"151",141.88783,-35.54367
"152",147.06024,-26.48409
"153",147.051482,-27.985803
"154",133.430843,-24.358982
"155",120.721389,-27.440556
"156",147.976667,-29.463327
"157",145.04222,-31.57667
"158",145.551944,-27.973056
"159",145.57831,-27.97957
"160",148.93666,-27.96888
"161",118.419694,-27.858979
"162",145.52675,-27.9825
"163",143.056345,-24.821703
"164",145.54611,-27.98249
"165",142.225322,-33.338407
"166",117.130278,-28.29981
"167",145.602706,-27.986977
"168",143.21249,-25.34415
"169",145.59863,-27.94171
"170",145.1952,-28.1171
"171",145.530064,-27.996328
"172",133.980421,-23.863065
"173",140.15306,-33.76
"174",141.403412,-34.398878
"175",142.239232,-33.340305
"176",145.55894,-27.975697
"177",141.98327,-35.453856
"178",149.5588,-37.319692
"179",140.80627,-33.32593
"180",141.54914,-34.503138
"181",140.91667,-33.75
"182",145.641718,-27.98962
"183",117.78019,-28.55622
"184",141.579645,-32.011617
"185",118.617268,-28.011402
"186",148.874603,-27.981864
"187",142.62213,-34.208856
"188",145.970848,-32.898978
"189",134.038101,-23.928494
"190",148.243115,-25.066168
"191",141.34893,-34.36828
"192",145.955643,-32.885271
"193",142.01727,-35.62882
"194",134.726974,-33.160441
"195",140.783945,-34.066321
"196",145.603738,-27.944755
"197",145.503037,-27.954773
"198",141.59698,-34.38706
"199",131.024572,-25.3415
"200",133.67111,-23.66333
"201",141.439147,-34.423209
"202",133.902789,-23.802397
"203",133.979446,-23.861046
"204",140.13736,-33.77034
"205",133.98622,-23.86567
"206",133.982237,-23.863174
"207",134.05826,-23.98303
"208",117.3675,-28.193889
"209",142.06575,-35.57482
"210",133.995223,-23.873261
"211",148.944057,-30.650616
"212",145.84,-32.942
"214",151.31023,-33.72549
"215",142.3114,-32.53292
"216",146.232222,-30.196111
"217",143.968964,-26.633726
"218",145.275736,-23.798696
"219",133.714557,-23.958489
"220",133.879046,-23.789566
"221",146.215711,-26.383489
"222",134.078742,-24.014649
"223",145.91058,-30.51804
"224",145.61656,-27.9944
"225",133.773155,-23.896753
"226",145.71472,-30.51778
"227",145.52558,-27.94497
"228",117.60897,-28.650555
"229",144.903402,-30.281921
"230",143.143777,-25.175602
"231",144.135003,-25.52974
"232",146.858883,-26.353113
"233",144.17801,-25.557329
"234",120.851,-30.461
"235",141.44052,-34.418452
"236",133.780303,-23.889698
"237",134.070368,-24.002001
"238",145.713854,-30.502632
"239",133.980031,-23.862565
"240",146.26647,-34.21861
