"","lon","lat"
"225",146.518,-38.198
"226",145.2425,-37.7252
"227",138.034411,-32.515385
"228",136.79749,-33.591789
"229",145.5334,-36.0554
"230",138.717767,-35.082059
"231",145.5328,-36.0559
"232",142.3219,-37.5933
"233",146.409,-35.0419
"234",146.409189,-35.037083
"235",146.409858,-35.040404
"236",142.3222,-37.5938
"237",116.5,-33.4
"238",116.90319,-34.479351
"239",115.261329,-34.255536
"240",116.703611,-34.269444
"241",138.6,-35.5
"242",115.778716,-32.614344
"243",146.163,-36.248
"244",143.7669,-36.9806
"245",140.625558,-37.722059
"246",115.301357,-34.249813
"247",138.733333,-35.1
"248",115.27944,-34.251592
"249",146.7233,-36.2263
"251",116.666667,-34.983333
"252",140.9,-36.6
"253",138.95,-34.7
"254",147.618771,-35.510331
"255",145.5667,-36.75
"256",140.85,-37.47
"258",138.967761,-34.765389
"259",146.609236,-34.465267
"260",146.2,-36.55
"261",138.566667,-35.2
"262",141.5411,-38.2872
"263",141.541,-38.2872
"264",138.734436,-35.33206
"265",138.95,-34.83
"266",145.5047,-36.7555
"267",137.2962,-35.73019
"271",142.3588,-36.8291
"272",140.834435,-36.982053
"273",142.3636,-36.8238
"274",142.3605,-36.8277
"275",142.4466,-36.8752
"276",142.501,-36.908
"277",140.934437,-37.215387
"278",142.2133,-37.0869
"279",115.475,-34.325
"280",142.2775,-36.9361
"281",142.3577,-36.8319
"282",142.4258,-36.8469
"284",138.8,-34.95
"285",141.6694,-36.8738
"286",140.5,-37.6
"287",142.3572,-36.8341
"288",140.6,-37.1
"289",138.733333,-35.344444
"290",140.617774,-37.16539
"291",138.79549,-35.30891
"292",143.7372,-37.8219
"293",151.575,-29.3083
"294",135.9,-34.7
"295",151.25,-29.441667
"296",151.576099,-29.306754
"297",151.575,-29.308333
"298",151.251106,-29.440089
"299",117.417872,-33.332223
"300",151.576,-29.307
"301",116.75,-34.63
"302",140.63,-37.25
"303",147.95,-33.9167
"305",147.95,-33.92
"306",145.5,-36.7667
"307",140.95,-37.22
"308",138.66773,-31.532042
"312",137.566667,-35.783333
"313",115.966667,-32.021667
"314",138.75,-34.83
"316",139.017758,-34.582054
"317",145.9333,-36.6
"318",145.7,-37.1667
"324",142.3667,-37.0167
"325",145.6417,-36.8292
"327",138.7356,-35.34469
"328",135.7606,-34.575
"329",138.17,-32.75
"330",135.762,-34.574
"331",142.7241,-37.0097
"332",116,-32
"333",145.3167,-38.3333
"334",141.1835,-37.0921
"335",141.1802,-37.0904
"336",141.1835,-37.1049
"337",147.8417,-35.9917
"338",147.8,-36.0333
"341",116.916667,-32.783056
"342",147.4333,-35.9833
